,cleaned_tweet,cls,count,hate_speech,off_lang,neither
10474,you re not fucking relevant you get followers from follow trains and then unfollow people because you re a faggot,1.0,3.0,0.0,3.0,0.0
10475,fucking redneck queers and their game invites,0.0,3.0,2.0,1.0,0.0
10476,yung nakalagay sa second page ng handout na may closed ended questions etc tapos lalagay sa 1 2 yellow pad,2.0,3.0,0.0,1.0,2.0
10477,i m the type of person who act like i don t care to certain reactions but truly i m a little bitch inside,1.0,3.0,0.0,3.0,0.0
10478,rt i love my bffl she don t even smoke but for my bday bitch gone b turntttt fa me 128153 128520,1.0,3.0,0.0,3.0,0.0
10479,what the fuck kind of redneck commercial was that indycar,1.0,6.0,1.0,4.0,1.0
10480,i couldn t have no mama joyce at my wedding what a grumpy ass bitch,1.0,3.0,0.0,3.0,0.0
10481,rt 8220 bitches is so corny 8221 sooooooo corny,1.0,3.0,0.0,3.0,0.0
10482,rt don t be a pussy 128076,1.0,3.0,0.0,3.0,0.0
10483,fuck miley tranny looking now damn ass nigga,0.0,3.0,2.0,1.0,0.0
10484,suck on my throbbing pussy,1.0,3.0,0.0,3.0,0.0
10485,12 ray7 what a retard,1.0,3.0,0.0,3.0,0.0
10486,rt saw a man in a yellow trench coat amp matching fedora with an iwatch what a dick,1.0,3.0,0.0,2.0,1.0
10487,wayne went ape shit on tht krazy,1.0,3.0,0.0,3.0,0.0
10488,can i sit on your face 8212 sit on a hot stove bitch,1.0,3.0,0.0,3.0,0.0
10489,rt mama said no pussy cats inside my dog house,1.0,3.0,0.0,2.0,1.0
10490,i hate these hoes that look thick from the front them she pass u amp her ass be missing,1.0,3.0,0.0,3.0,0.0
10491,worst thing a bitch can do 8220 bitches main reason for being in another nigga face is to get they nigga jealous 128078 wack 8221,1.0,3.0,0.0,3.0,0.0
10492,rt don t lie to me bitch i m giving you my heart,1.0,3.0,0.0,3.0,0.0
10493,these bitches dont want no boyfriend they want a pimp,1.0,3.0,0.0,3.0,0.0
10494,lemmie eat a oreo amp do these dishes one oreo lol,2.0,3.0,0.0,1.0,2.0
10495,quitting showed me who my true friends were and it showed me all the ones who were the two faced bitches,1.0,3.0,0.0,3.0,0.0
10496,ugh 8230 the bitch name was leather 8230,1.0,3.0,0.0,3.0,0.0
10497,rt 8220 only real niggas know no matter how hungry you are you better let these bitches cool off,1.0,3.0,1.0,2.0,0.0
10498,rt bitches see a picture of a couple walking on the stairs together and caption it goals 128525 128588 bitch all they doing is going 8230,1.0,6.0,0.0,6.0,0.0
10499,rt d look at all the chicks follow and tell me he ain t got hoes,1.0,3.0,0.0,3.0,0.0
10500,rt miley cyrus pussy probably taste like wet dog she has a negative ass and the bitch looks like justin bieber she so ove 8230,0.0,3.0,2.0,1.0,0.0
10501,one thing i hate more than lightskin niggas is a confused bitch like either you go fwm or you gon fw these niggas 9995 128564,1.0,3.0,0.0,3.0,0.0
10502,dodgerofzion asked a giant green rooster walks in carrying a tray of brownies you may have a brownie in,2.0,3.0,0.0,0.0,3.0
10503,rt i ve only watched 10mins of this trash and i feel like i just wasted some valuable minutes of my life that i can never get b 8230,2.0,3.0,0.0,1.0,2.0
10504,yo bitch bitch gone let me fuck tonight thursty thursday at the wesgod cave,1.0,3.0,0.0,3.0,0.0
10505,ok u hav gun i love you and you are my superior at fighting games and you probably get more bitches too peace 9996,1.0,3.0,0.0,3.0,0.0
10506,alcohol drunk hoe 171 rude i miss 187,1.0,3.0,0.0,2.0,1.0
10507,emanimilan i m jus tryn figure out when all dem niccas was together like dat,1.0,3.0,0.0,3.0,0.0
10508,dnd tranny dragons eh i know some people that will love this,2.0,3.0,0.0,1.0,2.0
10509,rt issue swagggg those rich son s of bitches too gready smh,1.0,3.0,0.0,3.0,0.0
10510,if a bitch don t like me somethin wrong wit da bitch,1.0,6.0,0.0,6.0,0.0
10511,fuck you bruh you didn t show up fucking pussy,1.0,3.0,0.0,3.0,0.0
10512,i need a spanish woman they don t have ghetto names they can cook they down with u till the casket and they curvy,2.0,3.0,0.0,0.0,3.0
10513,i m making a t shirt it says ke ha the white trash slut i wish i was for teenage girls with shitty tasted in music,1.0,3.0,0.0,3.0,0.0
10514,bitch you can tweet but not answer,1.0,3.0,0.0,3.0,0.0
10515,hey people bird watching you do realize there 8217 s like hundreds literally hundreds of free pictures of boobs on the internet right,1.0,3.0,0.0,3.0,0.0
10516,i hate you niccas lol,0.0,3.0,2.0,1.0,0.0
10517,why you think all these niggas end up with all these kids fucking ugly bitches,0.0,3.0,2.0,1.0,0.0
10518,em craig i hear ya hoe,1.0,3.0,0.0,3.0,0.0
10519,k garcia text me niggah,1.0,3.0,0.0,3.0,0.0
10520,getting niggaz to discuss more than sports hoes and rap music is impressive but so hard to do,1.0,3.0,1.0,2.0,0.0
10521,if i respect you i demand your respect back if you think you can be a bitch i can be an even bigger one bring it,1.0,3.0,0.0,3.0,0.0
10522,rt your pussy so bomb i call it dynamite,1.0,6.0,0.0,6.0,0.0
10523,blessjesusair matthew 6 26 look at the birds of the air and yet your heavenly father feeds them are you not much more valuable than they,2.0,6.0,0.0,0.0,6.0
10524,albert21 13 u pulled that queer shit as spon as u put no homo lol,0.0,3.0,2.0,1.0,0.0
10525,how long after the name change will al memorabilia w redskins name be deemed racist and therby illegal,2.0,3.0,0.0,0.0,3.0
10526,rt an ad for the haitian charity water is life mocks people who use firstworldproblems hashtag through juxtaposition,2.0,3.0,0.0,0.0,3.0
10527,rt don 8217 t send me snapchats from something i wasn 8217 t invited to you rude ass bitch,1.0,3.0,0.0,3.0,0.0
10528,rt itt doing nothing as an agenda unbelievable that the dems failed to use that against the teabaggers 8230,2.0,3.0,0.0,1.0,2.0
10529,rt pascuzzo meanwhile in texas 19 year old man facing 5 years to life in prison for 25 worth of pot brownies,2.0,3.0,0.0,0.0,3.0
10530,rt i m not even ghetto,2.0,3.0,0.0,1.0,2.0
10531,lt this bitch,1.0,3.0,0.0,3.0,0.0
10532,rt this bitch doesn t know what she wants,1.0,3.0,0.0,3.0,0.0
10533,rt 128514 rt x x rt only twitter niggas care bout hairy pussy them 5 niggas i fucked today ain t gi 8230,1.0,9.0,1.0,8.0,0.0
10534,1nonlykeisha bet not be no bitches 128514 128080 128299 128299 128298 128514 128514 kim bye,1.0,3.0,0.0,3.0,0.0
10535,if you say one disparaging word about the charlie brown xmas special i will slash the tires on your car,1.0,3.0,0.0,2.0,1.0
10536,diggins86 get some sleep pussy,1.0,3.0,0.0,3.0,0.0
10537,shut up you stupid bitch,0.0,3.0,2.0,1.0,0.0
10538,rt d rt i just wanna state for the record that i don 8217 t have any hoes,1.0,3.0,0.0,3.0,0.0
10539,rt i wish someone would make a song about how these hoes ain t loyal,1.0,3.0,0.0,2.0,1.0
10540,rt i got bitches definition i m with some female friends who don t know that i m referring to them as bitches,1.0,6.0,0.0,6.0,0.0
10541,is my main bitch,1.0,3.0,0.0,3.0,0.0
10542,thought i told you not to trust these hoes,1.0,3.0,0.0,3.0,0.0
10543,rt my music taste goes from ghetto black girl to depressed white girl,1.0,3.0,0.0,2.0,1.0
10544,rt you either gay or straight don t talk to me bitch please 9996,1.0,3.0,0.0,3.0,0.0
10545,don t hit me up talking bout who that bitch under yo pic get yo ass treated,1.0,3.0,0.0,3.0,0.0
10546,king ti vs tip and that troubleman albums all trash,2.0,4.0,0.0,1.0,3.0
10547,i had the boldest side hoes come out to me i front of my girl nd start touchin a nigguh,1.0,3.0,0.0,2.0,1.0
10548,oh it s coming up little bitch and the u s has no veto over it it ll be a thrill to watch,1.0,3.0,0.0,3.0,0.0
10549,rt shit i just fucked yo bitch bruh i tried not to tho,1.0,3.0,0.0,3.0,0.0
10550,latina bitches only,1.0,3.0,0.0,3.0,0.0
10551,i never played a bitch but bitches most definitely played they self,1.0,3.0,0.0,2.0,1.0
10552,power bomb dat hoe,1.0,3.0,0.0,3.0,0.0
10553,weef fitm is that life fuck flappy bird,1.0,3.0,0.0,3.0,0.0
10554,although i will concede that bitch bought into the funnel bitches to dwight nopedo tho,1.0,3.0,1.0,2.0,0.0
10555,rt al woww now niggas can t hit u bitches line and ask what u doin nomo,1.0,3.0,0.0,3.0,0.0
10556,rt garza i wanna sleep but i m outside with this nigger lol trying to hang him,0.0,3.0,3.0,0.0,0.0
10557,8220 8220 evaittakes y all bitches be popping babies out like it s a sport 128553 8221 stop 128534 8221 what lol,1.0,3.0,0.0,3.0,0.0
10558,rt i only be looking like i 8217 m fucking bitches 8230 i don 8217 t tho,1.0,3.0,0.0,3.0,0.0
10559,rt the older i get the less i give a fuck 128514 9996 beef 128074 bitch please 9995 loosing friends bitch bye 128514 128075 drama ill pass 128080 128683,1.0,3.0,0.0,3.0,0.0
10560,miami s run defense is alex smith trash,2.0,3.0,0.0,0.0,3.0
10561,my mom is so clueless to what s going on with me lol she like you can t trust negros witcha money lmfao whaaaat,1.0,3.0,0.0,3.0,0.0
10562,rt flirting with bitches on a twitter like,1.0,3.0,0.0,3.0,0.0
10563,when it start raining bitches always wana get fucked bitch take a nap,1.0,3.0,0.0,3.0,0.0
10564,jooooooked out rt 8220 4 old hoes a ponk and a dyke outchea having girl talk 8221 lmao,1.0,6.0,0.0,6.0,0.0
10565,rt wow according to this tweet by obama must have been an uncle tom,2.0,6.0,1.0,2.0,3.0
10566,lot of my peeps playing 2nite g playing against the heat my nig louie playing against rutgers and my girl tif playing in the wnba finals,1.0,3.0,1.0,2.0,0.0
10567,rt a strong black women is simply a bitch that wanna argue over every single thing,1.0,3.0,0.0,3.0,0.0
10568,rt how yall hoes do instagram rates,1.0,3.0,0.0,3.0,0.0
10569,jason your so fucking retared its not even funny bitch im going to sleep u,0.0,3.0,2.0,1.0,0.0
10570,why u being such a little bitch chris you ain t six bitch allisons mom,1.0,4.0,1.0,3.0,0.0
10571,it s karaoke night baby hi ho hi ho it s off to sing i go with a voice that sounds like sandpaper hi ho hi ho,2.0,3.0,0.0,0.0,3.0
10572,rt kingcaillou shit like this why hoes head be fuck up the want social media ass relationships,1.0,3.0,0.0,3.0,0.0
10573,pls stop gassing fat hoes,1.0,3.0,0.0,3.0,0.0
10574,i ll bitch slap you to the shadow realm,1.0,3.0,0.0,2.0,1.0
10575,these bitches love me these niggas copy,1.0,3.0,0.0,3.0,0.0
10576,haha you playin nigga i fuck bitches make money and smoke that straight og kush,1.0,3.0,1.0,2.0,0.0
10577,rt karma is only a bitch to bitches,1.0,3.0,0.0,3.0,0.0
10578,rt steep i dislike them weed men that bless u a couple times then begin ta tax ya like damn pussy you tryna play a pothead,1.0,3.0,0.0,3.0,0.0
10579,i got this root beer chillin in the fridge imma crack that bitch open in a few,1.0,3.0,0.0,3.0,0.0
10580,shes a bad bitch,1.0,3.0,0.0,3.0,0.0
10581,if i smoke with ya bitch its over,1.0,3.0,0.0,3.0,0.0
10582,rt ace if more den 5 niggas can say dey fuked yo bitch u shuldnt be cuffin her 8252 65039 128554,1.0,3.0,0.0,3.0,0.0
10583,rt if we re dating don t be a sensitive bitch when i insult you i expect to be insulted back,1.0,3.0,1.0,2.0,0.0
10584,rt rt if u remember when steve from blue clues left us with that other bitch ass nigga joe,1.0,3.0,0.0,3.0,0.0
10585,rt bitches love posting them goals pics showing a range rover mansion and money everywhere bitch you unemployed,1.0,6.0,0.0,6.0,0.0
10586,oh i m nasty for smoking cigarettes and you re nasty for not washing behind your ears everyday stupid little bitch,1.0,3.0,0.0,3.0,0.0
10587,rt omg october is gonna be the best month ever basic bitch,1.0,3.0,0.0,3.0,0.0
10588,aye it s a lot of niggas out here that can t fuck a bad bitch unless they get her drunk smh preach,1.0,3.0,0.0,3.0,0.0
10589,hoes respect niggas who get strait to the point i won t lead a bitch on if all i won t is crash den it will be adressed clearly turn up,1.0,3.0,1.0,2.0,0.0
10590,let a bitch try and set me up she gone be stuck between a rock nd dis mufuckin glock my bitch bad she terrible 128044,1.0,3.0,0.0,3.0,0.0
10591,fight night tonight go cotto smack that pompous cunt down in front of millions mayweathercotto,1.0,3.0,0.0,2.0,1.0
10592,rt 8220 jinkies i lost my glasses 8221 velma in every fucking episode of scooby doo like damn bitch get contacts,1.0,6.0,2.0,4.0,0.0
10593,8220 u got hoes tho 8221 werd 128066 where 128064,1.0,3.0,0.0,3.0,0.0
10594,like lex so fine she can have all my hoes imma make my husband by her a lamborghini,1.0,3.0,0.0,3.0,0.0
10595,i m signing up and it s ghetto as fuck lmaoo,1.0,3.0,0.0,3.0,0.0
10596,he won t bite we promise he s a friendly bird,2.0,3.0,0.0,0.0,3.0
10597,up too early the damn birds are still chirping smh,1.0,3.0,0.0,2.0,1.0
10598,you better pipe your pussy down over there ruskii 160 lmao wth does that even mean,1.0,3.0,0.0,3.0,0.0
10599,8220 8220 everybody loves dej loaf 8221 cause that s wifey 8221 fuck off kaya dats my bitch,1.0,3.0,1.0,2.0,0.0
10600,that s what happens when your getting pussy pussy or twitter seems like a clear cut choice to me hahahaha,1.0,3.0,0.0,3.0,0.0
10601,i m sorry but this makes me feel so free like a fucking majestic bird gotonelessproblemwithoutya,1.0,3.0,0.0,3.0,0.0
10602,blessjesuslove happy belated sixty fifth 65 birthday 28 aunt mary agnes strong,2.0,3.0,0.0,0.0,3.0
10603,boy six here ya go wetback eat this,0.0,3.0,2.0,1.0,0.0
10604,rt 9995 he has a date hoe,1.0,3.0,0.0,3.0,0.0
10605,bradleey lmfaoooo yooo i lost my elevator pass 128557 128557 now i can t even share it bitch wants me to go get another one 128530 even tho she knows me,1.0,3.0,0.0,3.0,0.0
10606,rt her pussy a1 if she can quote over 15 boosie quotes,1.0,3.0,0.0,3.0,0.0
10607,rt fuckyea city bitches 128514 128514 128514 128514 starbucks uggboots jellydoughnuts,1.0,3.0,0.0,3.0,0.0
10608,some jihadi posted a bio of the isis boss mr awad with excellent sociological info can t thank him her enough for the gift,2.0,3.0,0.0,0.0,3.0
10609,rt messi is trash,2.0,3.0,0.0,1.0,2.0
10610,bitches bow down,1.0,3.0,0.0,3.0,0.0
10611,sounds like a bad bitch,1.0,3.0,0.0,3.0,0.0
10612,trap drugs be getting all kinds of bitches lmao,1.0,3.0,0.0,3.0,0.0
10613,rt seton catholic where their own students talk trash about how low of a division there football team is in,2.0,3.0,0.0,1.0,2.0
10614,i hope you all accidentally get a fat black bitch pregnant,1.0,3.0,0.0,3.0,0.0
10615,light skin girls is the biggest hoes,1.0,3.0,0.0,3.0,0.0
10616,joshin7 fag,0.0,3.0,2.0,0.0,1.0
10617,rt she said i hurt her feelings now she dating dykes,1.0,3.0,1.0,2.0,0.0
10618,8220 fuck up bitch 128530 8221 get out mi house 127969 128074 128581 128514,1.0,3.0,0.0,3.0,0.0
10619,jihadis taunting america amp spreading paranoia tents that appeared in a video of a daesh training camp near mosul,2.0,3.0,0.0,0.0,3.0
10620,that would be your yankees earl we all know they should win all 162,2.0,4.0,0.0,1.0,3.0
10621,8220 going dumb on this essay 8221 128514 bitch you sad,1.0,3.0,0.0,3.0,0.0
10622,y all bitches better stop the madness,1.0,3.0,0.0,3.0,0.0
10623,nobody gives me a trophy cause i m old and colored favstartweets 160,2.0,3.0,0.0,0.0,3.0
10624,rt it looks like he s wearing a trash bag,2.0,6.0,0.0,2.0,4.0
10625,rt i can t take any girl serious that refers to herself as a bitch or the guys she dates as these niggas,1.0,3.0,0.0,3.0,0.0
10626,rt i got hit on today i m back bitches dies,1.0,3.0,0.0,3.0,0.0
10627,rt dumb bitch,1.0,6.0,2.0,4.0,0.0
10628,rt coming soon on a bitch nigga monstertape 10 28,1.0,3.0,0.0,3.0,0.0
10629,rt 8220 lil zack i love female cops 128525 8221 they b sum hoes too fuck da jakes 128110 128165 128299,1.0,3.0,0.0,3.0,0.0
10630,rt 128514 rt yea i got big hands lol i m a big bitch 5 10 lol i m not gon have small hands 128514 128514 128514 128514,1.0,3.0,0.0,3.0,0.0
10631,rt m if i was a bird you would be the 1st person i 8217 d shit on,1.0,3.0,0.0,3.0,0.0
10632,rt i ain t entertaining nomore dumb bitches,1.0,3.0,0.0,3.0,0.0
10633,9733 best asian massage on the park slope top rated spa 9733 718 622 0221 24,2.0,3.0,0.0,0.0,3.0
10634,mint oreos gt gt gt,2.0,3.0,0.0,0.0,3.0
10635,rt when you make a joke and someone you hate laughs and you re thinking no bitch you aren t allowed to laugh,1.0,3.0,0.0,3.0,0.0
10636,this bih stay in this ghetto ass neighborhood,1.0,3.0,0.0,3.0,0.0
10637,she fuck with me cause i ain t no bitch,1.0,6.0,1.0,5.0,0.0
10638,rt whiteponyjr there s only like one retarded fucking beaner that does and he s a stupid ass ex 8230,1.0,3.0,1.0,2.0,0.0
10639,she got every niggah lookin like dam,0.0,6.0,4.0,1.0,1.0
10640,balboa tell that boy he a hoe i just called him,1.0,3.0,1.0,2.0,0.0
10641,drop it a day early fuck niggas need to hear it now 8220 ed1 was so hard 128293 but that s trash compared to ed2 8221,1.0,3.0,0.0,3.0,0.0
10642,rt np big nig nig,2.0,3.0,1.0,0.0,2.0
10643,hmm rt every bitch i fucked wit is a hoe never met a real female in my life,1.0,3.0,1.0,2.0,0.0
10644,8220 bailon bitch u tried it u deserved every foul word that came out chris mouth 128133 9749 65039 bye hoe 8221 128514 128557 128514,1.0,3.0,0.0,3.0,0.0
10645,them hoes look so clean on foot,1.0,3.0,0.0,2.0,1.0
10646,rt i put my pants on one leg at a time just like you guys but then i eat a plus size model 8217 s pussy in my helicopter,1.0,3.0,0.0,3.0,0.0
10647,i m already out that bitch hahaha,1.0,3.0,0.0,2.0,1.0
10648,ready to bounce out dis bitch,1.0,3.0,0.0,3.0,0.0
10649,oomf got hella hoes 128586,1.0,3.0,0.0,3.0,0.0
10650,yo feet smell like my puss 128514 128557 whut like flowers bitch 128514 128557 9995 128553 omg,1.0,3.0,0.0,3.0,0.0
10651,they hv loads of cushion on the soles of them they would feel good on ur dick,1.0,3.0,0.0,3.0,0.0
10652,jason naw really bitch i mean yo address,1.0,3.0,0.0,3.0,0.0
10653,rt free tino lul hoe 9995 128275,1.0,3.0,1.0,2.0,0.0
10654,i actually get on with erin and think she s really nice bit you re so two faced and bitch about her all the time nasty,1.0,3.0,0.0,3.0,0.0
10655,rt long distance sex will definitely have u thinking u like a bitch a lil too much,1.0,3.0,0.0,3.0,0.0
10656,rt bitch you got too many teeth in your mouth,1.0,3.0,0.0,3.0,0.0
10657,rt simonson everyone pray for my brother nothin wrong with him he just a bitch lmaoo,1.0,3.0,1.0,2.0,0.0
10658,washpost describes charlie crist s bizarre obsession with fan between legs to stop sweat when asked answering questions dog,2.0,3.0,0.0,1.0,2.0
10659,rt all these forms and bitch you still don t get what i m saiyan,1.0,3.0,0.0,3.0,0.0
10660,that damn lispy mouth bitch knows good in hell well tara wasn t a damn roommate damn rocks for brains man lol,1.0,3.0,0.0,3.0,0.0
10661,8220 for all the bad bitches out there go have some fun 128536 128514 128514 128514,1.0,3.0,0.0,3.0,0.0
10662,don t subtweet me my name so i no it s real ugly bitch,1.0,3.0,0.0,3.0,0.0
10663,i like beamers benzes and porches i like my bitches imported,1.0,3.0,0.0,3.0,0.0
10664,my cousin just said these hoes ain t shit idk why they want me i ain t shit either got me dying over here lol,1.0,3.0,0.0,3.0,0.0
10665,they should have never gave a cracker a transmitter will flip when he sees this,0.0,3.0,2.0,1.0,0.0
10666,ugh i can t stand a bitch that smokes black amp milds they make me itch,1.0,3.0,0.0,3.0,0.0
10667,shy girls gt gt,2.0,3.0,0.0,0.0,3.0
10668,ayo i even kill handicapped and crippled bitches look at my scalp real close and you ll see triple sixes,0.0,3.0,2.0,1.0,0.0
10669,you are a hoe hoe amp a hoe,1.0,3.0,0.0,3.0,0.0
10670,too many bitches not enough adults,1.0,3.0,0.0,3.0,0.0
10671,big birds big peckers they always mad cause they only get laid once and that s by their mother,1.0,3.0,0.0,3.0,0.0
10672,2fine4cheapwine com 171 so who used my email address for this chat line all these bitches hittin me up 128530 187,1.0,3.0,0.0,3.0,0.0
10673,rt these hoes ain t loyal,1.0,3.0,0.0,3.0,0.0
10674,rt rody yu ah hoe lmfao,1.0,3.0,0.0,2.0,1.0
10675,rt still waiting for charlie baker to take the stage in swampscott wcvb,2.0,3.0,0.0,0.0,3.0
10676,inna di ghetto you alone lmaoo,2.0,3.0,0.0,1.0,2.0
10677,it s october babe you don t have to be a hoe anymore,1.0,3.0,0.0,3.0,0.0
10678,you don t have any kids what are you one of them queers,0.0,3.0,3.0,0.0,0.0
10679,rt 8220 thecrownedhead big bitches come to the club dressed well with flats on noheels 8221 128514 128514,1.0,3.0,0.0,3.0,0.0
10680,when it start thundering bitches be like i wana cuddle naw bitch you just wana excuse to suck a dick you and mimi sit tf down in a corner,1.0,6.0,0.0,6.0,0.0
10681,abed and i are gonna retire in florida and get all the bad bitches in the nursing home,1.0,3.0,0.0,3.0,0.0
10682,i feel that i see nothing wrong with the gta killing bc it s not the sole purpose of the game,2.0,3.0,0.0,1.0,2.0
10683,rt dav69 i hate trailer trash 128567,0.0,3.0,2.0,1.0,0.0
10684,i ain t really trippin about the money yo that shit constantly comes like a bitch pussy,1.0,3.0,0.0,3.0,0.0
10685,i love you too pussy lmaooo,1.0,3.0,0.0,3.0,0.0
10686,rt i don t gang bang ho i jus gang bang these hoes 128299,1.0,3.0,0.0,3.0,0.0
10687,it s no wonder my titanium ankle is killing me woo retarded winter weather texas weather,1.0,3.0,0.0,2.0,1.0
10688,wcw bitch 128536 128514,1.0,3.0,0.0,3.0,0.0
10689,or a southern bitch like me who will blow a persons heart out of their back w one shot,1.0,3.0,1.0,2.0,0.0
10690,clan of retards,0.0,3.0,2.0,1.0,0.0
10691,rt today in 1996 charlie wilson left office should be ranked alongside lech wa 322 281 sa for his role in defeating communism 8230,2.0,3.0,0.0,0.0,3.0
10692,that hoe show up uninvited one day your ass won t come outside tho,1.0,3.0,0.0,3.0,0.0
10693,rt thou shall have no type bad bitches is thee only thing thou shall like herassfat 6 15,1.0,3.0,0.0,3.0,0.0
10694,jay shut up bitch nigga,1.0,3.0,0.0,3.0,0.0
10695,rt ever stay home from school and look at the clock and say yeah those bitches in math right now,1.0,3.0,0.0,3.0,0.0
10696,8220 kingrichyyyy zone8 sqquad you a bitch 8221 they need to lock yo ass up for sayin some stupid shit like that,1.0,3.0,1.0,2.0,0.0
10697,rt not a one rt lmaooooooo never saw a bitch at a deltron concert blood,1.0,3.0,0.0,3.0,0.0
10698,murda happy birthday bad bitch,1.0,3.0,0.0,3.0,0.0
10699,rt the nicer you are the easier you re hurt so just be a bitch,1.0,6.0,0.0,6.0,0.0
10700,those my v necks now ho,1.0,3.0,0.0,3.0,0.0
10701,rihanna just slaying any bitch 128525 128525,1.0,3.0,0.0,3.0,0.0
10702,just need a bad bitch thats gone always hold me down,1.0,3.0,0.0,3.0,0.0
10703,i ll break any bitch nigga down i don t care about your size,1.0,3.0,1.0,2.0,0.0
10704,so many bitches think they re so much hotter than they are,1.0,3.0,1.0,2.0,0.0
10705,nikesnshit you better and ima let that bitch slide right now just be on standby 128536 128514,1.0,3.0,0.0,3.0,0.0
10706,basically so just do you shrugs rt so if you re worried about being a ho or looking like one good luck,1.0,3.0,0.0,2.0,1.0
10707,please dnt take no pictures please dnt take no pictures especially with my jewelry on man these hoes so vicious,1.0,3.0,0.0,3.0,0.0
10708,my side bitch is my main bitch cuz my main bitch aint feelin me nomo nomo,1.0,3.0,0.0,3.0,0.0
10709,idk how bitches trust other bitches sooo easily i still have the same friends,1.0,3.0,0.0,3.0,0.0
10710,jason bitch what no it must of flew over u head cuz u didn t show up at plano senior high school in plano tx fuck boy,1.0,3.0,0.0,3.0,0.0
10711,i literally just looked bc this kids a pussy,1.0,3.0,0.0,3.0,0.0
10712,bro this bitch really stood there and was like you gonna give me my penny,1.0,3.0,0.0,3.0,0.0
10713,you was never with me if you let what another bitch say change your actions towards me 128080,1.0,6.0,0.0,6.0,0.0
10714,that bitch can t touch me,1.0,3.0,0.0,3.0,0.0
10715,it s pretty much been confirmed that i have the best bitch face on the planet,1.0,3.0,0.0,2.0,1.0
10716,rt okay okay but trans birds,2.0,3.0,0.0,1.0,2.0
10717,fresh polo on you bitches,1.0,3.0,0.0,3.0,0.0
10718,8220 we raided nicki s wig closet for the summer bad gals just wanna have fun this bitch has the a nerve smh,2.0,3.0,0.0,1.0,2.0
10719,jason you dumb fuck that s not a fucking full address you dumbass i don t live in plano so how the fuck would i know retard,1.0,3.0,0.0,3.0,0.0
10720,rt if you hatin you just need some pussy,1.0,6.0,0.0,6.0,0.0
10721,sold weed to a bitch who s gonna be a lawyer bet she ll have a niggas back,1.0,3.0,1.0,2.0,0.0
10722,bitch i got the flameeee,1.0,3.0,0.0,3.0,0.0
10723,1wayhustle come get signed bitch we self paid,1.0,3.0,0.0,3.0,0.0
10724,i ve seen a number of bitches on here say there s no such thing as loose pussy lol ok,1.0,3.0,0.0,3.0,0.0
10725,rt zykerria if he can t hear that pussy smacking then it ain t wet enough,1.0,3.0,0.0,3.0,0.0
10726,bitch stop hatin cause they ain t make em in toddler size you should be happy they make em in gs now,1.0,3.0,0.0,3.0,0.0
10727,rt yea but who gets more bitches grandma,1.0,3.0,0.0,3.0,0.0
10728,lol just like rgiii and go out like a weak bitch and return the next year and win 3 games,1.0,3.0,0.0,3.0,0.0
10729,rt boss x3 after a long day at work bitch wunna rest her feet on me lol 128514 128129 128524 128176,1.0,3.0,0.0,3.0,0.0
10730,no reason to hit with you when i know you pussy i won t get no cool points,1.0,3.0,0.0,3.0,0.0
10731,fuckin pussies passed out,1.0,6.0,1.0,5.0,0.0
10732,slut opp thot hoe,1.0,3.0,0.0,3.0,0.0
10733,you better watch your hoe she fuckin everybody,1.0,3.0,0.0,3.0,0.0
10734,bracefacee my niggah my niggah lol 128074,1.0,3.0,0.0,3.0,0.0
10735,rt hussle bron pregame speeches be so trash though lmao,2.0,3.0,0.0,1.0,2.0
10736,today i heard my boss say motherfucker bitch like it was so funny bc she has an asian accent,1.0,3.0,1.0,2.0,0.0
10737,111 nigger,1.0,3.0,1.0,2.0,0.0
10738,enjoying the eccentricity of s americarna charlie daniels appearances in two of the three episodes i have watched,2.0,3.0,0.0,0.0,3.0
10739,knowsu 9757 65039 no ghetto names 128581,2.0,3.0,0.0,0.0,3.0
10740,when see u an oldhead rocking a bruce lee top with a durag on in the park randomly giving a group of street niggas a ghetto karate class,1.0,3.0,0.0,3.0,0.0
10741,i m just saying in your twitter pic you look like such a guido and i love it pattyfuckingboges,1.0,3.0,0.0,2.0,1.0
10742,rt if i was a top tier mc i would publicly announce that the point of my tour is to have sex w the baddest bitches of each cit 8230,1.0,3.0,0.0,3.0,0.0
10743,rt allied soldiers mock hitler atop his balcony at the reich chancellery by fred ramage 1945,2.0,3.0,0.0,0.0,3.0
10744,rt mitchellll13 uni suuuucks lolol you suck bitch,1.0,3.0,0.0,3.0,0.0
10745,rt lmfaoooooooooo trash ass falcants rt lmfaooooooooooo ya stink,1.0,3.0,1.0,2.0,0.0
10746,8220 finger a bitch w my trigger finger 8221 nigga shut up,1.0,3.0,0.0,3.0,0.0
10747,daiya nagore gets her pussy fucked and sucks cock for 160 pleasure,1.0,3.0,0.0,3.0,0.0
10748,8220 honeysays my phone charging backwards 128533 8221 retarded,0.0,3.0,2.0,1.0,0.0
10749,rt she s covering half of her face and she s still more prettier than all of you hoes skndndnddnd,1.0,3.0,0.0,3.0,0.0
10750,rt duh vibing with my bitches on this 9981 65039 feeling good 128076 127811 128168 slowjams neveradullmoment withthesebitches 128540 liyahm0ne 8230,1.0,3.0,0.0,3.0,0.0
10751,ohh gt whine whine whine says my faggot ass steroid cream forgiving giants gt is busterposey takin shot from barrybonds is that it,1.0,3.0,1.0,2.0,0.0
10752,okay bitch tomorrow in the principals office be there,1.0,3.0,0.0,3.0,0.0
